Published At,Title,Source,Author,URL,Description,Content,title_sentiment,description_sentiment
2023-10-19T07:45:23Z,Five Eyes confronts China over intellectual property theft,ReadWrite,Radek Zielinski,https://readwrite.com/five-eyes-confronts-china-over-intellectual-property-theft/,"In a rare joint statement, the intelligence chiefs of the Five Eyes alliance — the United States, the United Kingdom, […]
The post Five Eyes confronts China over intellectual property theft appeared first on ReadWrite.","In a rare joint statement, the intelligence chiefs of the Five Eyes alliance the United States, the United Kingdom, Canada, Australia and New Zealand accused China on Tuesday of “unprecedented” intel… [+2008 chars]",0.34,0.8779
2023-10-12T17:00:38Z,U.S. mulls unprecedented AI export controls targeting China,ReadWrite,Radek Zielinski,https://readwrite.com/us-china-ai-export-controls/,"According to people familiar with the matter, the U.S. Department of Commerce is considering imposing sweeping new export controls that […]
The post U.S. mulls unprecedented AI export controls targeting China appeared first on ReadWrite.","According to people familiar with the matter, the U.S. Department of Commerce is considering imposing sweeping new export controls that would restrict American companies from freely sharing artificia… [+2378 chars]",0.0,-0.0772
2023-10-23T11:54:47Z,"China arrested an executive and two former employees at a major US ad agency, claiming they accepted bribes, reports say",Business Insider,Pete Syme,https://www.businessinsider.com/china-arrested-3-people-linked-to-wpp-owned-groupm-reports-2023-10,"One current and two former employees of ad agency GroupM, which is owned by WPP, were detained by Chinese authorities, who also questioned its CEO in China, reports say.","GroupM is owned by WPP, the world's largest advertising agency.REUTERS/Toby Melville
<ul><li>Chinese authorities raided the Shanghai offices of GroupM, Reuters reported.</li><li>One current employee… [+1850 chars]",-0.25,-0.4767
2023-11-10T11:55:52Z,Meta is returning to China 14 years after Facebook was blocked by striking a deal with Tencent to sell its VR headsets,Business Insider,Jyoti Mann,https://www.businessinsider.com/meta-returns-china-striking-deal-tencent-2023-11,Meta sells ads to Chinese companies but it isn't allowed to operate its platforms in the country.,"Meta will start selling its VR headsets in China in late 2024.Gabe Ginsberg/ Getty
<ul><li>Meta is making a comeback to China 14 years after Facebook was blocked from being accessed there.</li><li>T… [+2407 chars]",-0.2732,0.0
2023-10-29T11:00:01Z,"China's J-20 stealth jet isn't 'a dominating aircraft,' but it doesn't need to be for what China's military has planned",Business Insider,Christopher Woody,https://www.businessinsider.com/china-j20-stealth-jet-isnt-dominating-doesnt-need-to-be-2023-10,"In the near-term, China is focused on keeping the US military away from its shores, and it doesn't need a jet as good as the F-35 to do that.","Chinese J-20 stealth fighter jets at an airshow in Zhuhai in November 2022.Chen Jimin/China News Service via Getty Images
<ul>
<li>China's air force continues to improve and expand its fleet of J-20… [+8898 chars]",0.0757,0.6705
2023-10-29T11:04:01Z,Educated Gen Zers in China are choosing not to work. It could be a problem for the US economy.,Business Insider,"Ayelet Sheffey,Huileng Tan",https://www.businessinsider.com/china-xi-jinping-economy-youth-unemployment-crisis-impact-on-us-2023-10,"China's youth are choosing to be ""full-time children"" instead of entering the workforce after college. It's bad for China's economy, and the world.","Graduates attend 2023 Tsinghua University Commencement Ceremony on June 24, 2023 in Beijing, China.Yuan Yi/Beijing Youth Daily/VCG via Getty Images
<ul><li>Youth unemployment in China hit a record h… [+6886 chars]",-0.4019,-0.5423
2023-10-24T15:35:00Z,China Widens Lead Over US in AI Patents After Beijing Tech Drive,Slashdot.org,msmash,https://yro.slashdot.org/story/23/10/24/1535256/china-widens-lead-over-us-in-ai-patents-after-beijing-tech-drive,"China is increasing its lead over the US in AI patent filings, underscoring the Asian nation's determination to shape and influence a technology that could have broad implications for the world's richest economies. From a report: Chinese institutions applied …","Nature, to be commanded, must be obeyed.
-- Francis Bacon",0.0,0.7269
2023-10-24T14:22:55Z,"China removes Li Shangfu as defense minister, who was out of public eye for 2 months",NPR,Emily Feng,https://www.npr.org/2023/10/24/1208187978/china-removes-defense-minister-li-shangfu,"China's leadership has formally dismissed the country's defense minister, Li Shangfu, nearly two months after he disappeared from the public eye — the second minister to be removed recently.","Li Shangfu in Singapore on June 1. He served as China's defense minister this year but Chinese leaders removed him on Tuesday.
Lionel Ng/Bloomberg via Getty Images
China's leadership has formally d… [+2267 chars]",0.128,-0.1027
2023-10-27T05:16:07Z,"Li Keqiang, a former premier of China who was marginalized by Xi Jinping, has died",NPR,John Ruwitch,https://www.npr.org/2023/10/27/1208913916/li-keqiang-former-premier-china-dies,"Li was groomed for leadership, and was seen at one point as a contender for China's top job, only to be pushed aside as Xi Jinping ascended.","Chinese Premier Li Keqiang is shown speaking during a reception at the Great Hall of the People on the eve of China's National Day in Beijing on September 30, 2022.
Noel Celis/AFP via Getty Images
… [+4644 chars]",-0.5574,0.3182
2023-10-21T00:02:00Z,US Chip Curbs Give Huawei a Chance To Fill the Nvidia Void In China,Slashdot.org,BeauHD,https://news.slashdot.org/story/23/10/20/2123216/us-chip-curbs-give-huawei-a-chance-to-fill-the-nvidia-void-in-china,"An anonymous reader quotes a report from Reuters: U.S. measures to limit the export of advanced artificial intelligence (AI) chips to China may create an opening for Huawei to expand in its $7 billion home market as the curbs force Nvidia to retreat, analysts…",U.S. measures to limit the export of advanced artificial intelligence (AI) chips to China may create an opening for Huawei to expand in its $7 billion home market as the curbs force Nvidia to retreat… [+1836 chars],0.25,0.8519
2023-10-24T15:13:31Z,China sacked its defense minister with no explanation months after he mysteriously disappeared,Business Insider,Chris Panella,https://www.businessinsider.com/china-sacked-defense-minister-without-explanation-months-after-disappearance-2023-10,"General Li Shangfu, who has been absent from public view for two months, is the second minister to be ousted with no explanation this year.","03 June 2023, Singapore, Singapur: Chinese Defense Minister General Li Shangfu meets with German Defense Minister Pistorius (not pictured).Britta Pedersen/picture alliance via Getty Images
<ul>
<li>… [+2354 chars]",-0.3818,-0.296
2023-10-20T14:36:18Z,China stocks have wiped out all of their gains since reopening from pandemic lockdowns,Business Insider,Jennifer Sor,https://markets.businessinsider.com/news/stocks/china-stocks-reopening-zero-covid-economy-property-crisis-bear-market-2023-10,"Over the past week alone, foreign investors dumped a net 24 billion yuan, or $3.3 billion, of onshore Chinese stocks, the most since mid-August.","The CSI 300 Index has declined 16% from the start of the year.REUTERS/China Daily
<ul>
<li>Chinese stocks have wiped out all of their gains since the nation reopened its economy.</li>
<li>The CSI 30… [+2591 chars]",0.34,-0.5719
2023-10-20T16:13:52Z,"China signs yuan-denominated loans for Belt and Road Initiative, accelerating de-dollarization",Business Insider,Aruni Soni,https://markets.businessinsider.com/news/currencies/dedollarization-china-yuan-loans-belt-and-road-initiative-usd-renminbi-2023-10,Beijing's yuan lending spree comes after most of its prior Belt and Road Initiative loans were denominated in US dollars.,"AlexSava/Getty Images
<ul>
<li>China signed a series of yuan-denominated loans at the Belt and Road Initiative forum on Wednesday.</li>
<li>The latest BRI loans marked another shift away from the gr… [+2038 chars]",0.0,0.0
2023-11-06T10:07:34Z,China suffers its first foreign investment deficit as US tensions and anti-spying laws spark a western exodus,Business Insider,George Glover,https://www.businessinsider.com/china-economy-foreign-investment-deficit-beijing-xi-jinping-zero-covid-2023-11,"The world's second-largest economy suffered a fresh blow, with Beijing also battling faltering growth and an ongoing property crisis.","China posted its first quarterly foreign investment deficit Friday.Liu Liqun/Getty Images
<ul>
<li>China just posted a quarterly foreign investment deficit for the first time.</li>
<li>Rising tensio… [+2622 chars]",-0.765,-0.6705
2023-10-22T09:43:12Z,China's led the EV race – but it may be running out of charge,Business Insider,Nathan Rennolds,https://www.businessinsider.com/electric-cars-ev-race-china-economy-batteries-catl-byd-2023-10,"The world has woken up to China's control over the materials needed to make batteries for electric cars, while a sluggish economy threatens domestic demand.","Wuling Hongguang Mini EVs on display at the Shanghai auto expo.VCG/VCG via Getty Images
<ul>
<li>China has led the world in production and sales of electric vehicles, helped by government subsidies.… [+6141 chars]",0.0,-0.7003
2023-10-13T09:15:50Z,China still can't beat deflation as its economy continues to flounder,Business Insider,George Glover,https://www.businessinsider.com/china-economy-crash-inflation-deflation-beijing-policy-support-xi-jinping-2023-10,"Beijing has made some moves to support China's faltering economy in recent months, but stopped short of rolling out a ""big bang"" stimulus package.","China is still struggling to dodge deflation, official government figures released Friday showed.Andy Wong/AP Photo
<ul>
<li>China remains on the brink of deflation, according to official figures pu… [+1908 chars]",0.0,-0.128
2023-10-12T18:34:12Z,China has banned brokers from opening overseas trading accounts for local investors,Business Insider,Phil Rosen,https://markets.businessinsider.com/news/stocks/china-economy-ban-brokers-markets-overseas-trading-accounts-stocks-beijing-2023-10,"As the economy struggles, Beijing has also launched its first purchasing program targeting shares in top banks.","People cross a street in the technology district of Shenzhen, China September 14, 2015.REUTERS/Bobby Yip
<ul>
<li>China has banned brokers from opening overseas trading accounts, the Financial Times… [+2170 chars]",-0.4588,0.25
2023-10-31T16:02:23Z,US export rules put Nvidia’s AI chip sales to China in jeopardy,ReadWrite,Maxwell William,https://readwrite.com/us-export-rules-put-nvidias-ai-chip-sales-to-china-in-jeopardy/,"Recent U.S. export controls have put Nvidia, a leading AI company, in a tight spot. The new regulations may force […]
The post US export rules put Nvidia’s AI chip sales to China in jeopardy appeared first on ReadWrite.","Recent U.S. export controls have put Nvidia, a leading AI company, in a tight spot. The new regulations may force Nvidia to cancel billions in chip orders to China for the upcoming year, potentially … [+2318 chars]",-0.4767,-0.4767
2023-10-24T14:07:12Z,Apple deepens ties with Chinese firm Luxshare amid global expansion,ReadWrite,Maxwell William,https://readwrite.com/apple-deepens-ties-with-chinese-firm-luxshare-amid-global-expansion/,"As Apple seeks to diversify its production and reduce dependence on China, The Wall Street Journal reports that the tech […]
The post Apple deepens ties with Chinese firm Luxshare amid global expansion appeared first on ReadWrite.","As Apple seeks to diversify its production and reduce dependence on China, The Wall Street Journal reports that the tech giant is increasingly leaning on Luxshare Precision, a Chinese firm known for … [+2276 chars]",0.0,0.0
2023-11-10T14:00:00Z,"Huawei Freebuds Pro 3 Review: Sophisticated Sound, Lackluster Noise Cancelling",Wired,Simon Lucas,https://www.wired.com/review/review-huawei-freebuds-pro-3-true-wireless-in-ear-headphones/,"These new pro earbuds have a surprisingly convincing soundstage—but at this price why would you buy them over Apple, Bose, Sony or the rest?","Tricky is to understate Huaweis position in much of the world outside its native China more than somewhat. Few are the electronics companies that are the subject of sanction by nation states, and few… [+2615 chars]",0.4215,0.5994
2023-11-04T12:00:00Z,Xiaomi 13T Pro Review: A Slightly Cheaper Flagship Phone,Wired,Simon Hill,https://www.wired.com/review/xiaomi-13t-pro/,This slightly watered-down flagship makes some of Xiaomi’s best features more affordable.,"Xiaomi has put some features that make its devices compelling into a relatively affordable package called the 13T Pro. This smartphone, ahead of the next flagship generation, packs an excellent Leica… [+2576 chars]",0.0314,0.651
2023-10-30T18:50:46Z,Foxconn scrutiny from China raises questions about the future of tech manufacturing,ReadWrite,Maxwell William,https://readwrite.com/foxconn-scrutiny-from-china-raises-questions-about-the-future-of-tech-manufacturing/,"China’s sudden investigation into Apple’s major supplier, Foxconn, has raised eyebrows in the tech and global trade sectors. While the […]
The post Foxconn scrutiny from China raises questions about the future of tech manufacturing appeared first on ReadWrite.","China’s sudden investigation into Apple’s major supplier, Foxconn, has raised eyebrows in the tech and global trade sectors. While the move might be seen as a power play, it could potentially backfir… [+2734 chars]",0.0,0.0
2023-10-20T18:20:20Z,US export controls challenge Chinese tech giants’ AI goals,ReadWrite,Maxwell William,https://readwrite.com/us-export-controls-challenge-chinese-tech-giants-ai-goals/,"The U.S.-China tech rivalry intensified this week after the Biden administration updated its regulations on AI chip exports. Washington’s latest […]
The post US export controls challenge Chinese tech giants’ AI goals appeared first on ReadWrite.",The U.S.-China tech rivalry intensified this week after the Biden administration updated its regulations on AI chip exports. Washington’s latest move could significantly impact Chinese tech behemoths… [+3220 chars],0.0772,0.0772
2023-10-11T17:36:44Z,China is boosting efforts spread the yuan as it sells a record $7.5 billion in offshore bonds this year,Business Insider,Phil Rosen,https://markets.businessinsider.com/news/bonds/china-yuan-economy-markets-debt-bonds-offshore-investors-beijing-sale-2023-10,Beijing is looking to spread the influence of China's currency by selling a record amount of yuan-denominated bonds overseas this year.,"Chinese President Xi Jinping speaks to Gabon's President Ali Bongo Ondimba (not pictured) during a meeting in the Great Hall of the People in Beijing, China December 7, 2016.Reuters/Fred Dufour
<ul>… [+2066 chars]",0.34,0.0
2023-11-01T10:09:28Z,The US economy is surging - but problems elsewhere could still torpedo profits for big companies like Apple and Tesla,Business Insider,"Huileng Tan,George Glover",https://www.businessinsider.com/us-economy-surging-problems-elsewhere-risks-american-companies-apple-tesla-2023-10,China's slowing economy and the war between Israel and Hamas are spooking top American executives despite the US's stellar GDP numbers.,"Tesla CEO Elon Musk at the EV maker's Shanghai gigafactory in 2019.Aly Song/Reuters
<ul>
<li>The US economy is surging, with growth coming in at a hotter-than-expected 4.9% for the third quarter.</l… [+4983 chars]",0.5499,-0.4767
2023-10-31T09:20:50Z,"'It's not that Huawei is superior, it's that Apple is inferior': What the Chinese internet is saying about the iPhone 15",Business Insider,Kwan Wei Kevin Tan,https://www.businessinsider.com/new-phone-15-apple-people-china-reaction-2023-10,"""Other than Apple's software, everything else is worse. Their prices are so much higher,"" a person wrote on microblogging site, Weibo.","Customers trying out Apple's iPhone 15 at an Apple store in Shanghai, China.CFOTO/Future Publishing via Getty Images
<ul><li>People in China just aren't that enamored with Apple's iPhone 15.</li><li… [+3372 chars]",0.5423,-0.4767
2023-10-18T13:20:50Z,"With a trove of declassified images, the US is shining a light on risky Chinese maneuvers it says could lead to war",Business Insider,Christopher Woody,https://www.businessinsider.com/us-declassifies-images-chinese-intercepts-over-east-south-china-seas-2023-10,"""Risky"" intercepts of US planes can ""cause accidents, and dangerous accidents can lead to an inadvertent conflict,"" a US defense official said.","A Chinese fighter jet during ""a coercive and risky"" intercept of a US plane over the South China Sea in June 2022.US Defense Department
<ul>
<li>The US has released a trove of declassified photos an… [+7050 chars]",-0.6908,-0.7351
2023-10-23T19:31:07Z,"China's fighter jet fleet is growing in size and appears to have made a big jump in capability, new Pentagon report shows",Business Insider,Chris Panella,https://www.businessinsider.com/china-fighter-jet-fleet-growing-size-capability-pentagon-2023-10,"The Pentagon's new report on China's highlights its growing military might, including the addition of 500 fourth-gen jets to its fighter jet fleet.","A J-16 multirole strike fighter performs in the sky during Changchun Air Show at Changchun Dafangshen Airport on August 27, 2022, in Changchun, Jilin Province of China.VCG/VCG via Getty Images
<ul>
… [+5503 chars]",0.3182,0.3182
2023-11-06T20:14:56Z,China Invests $5.4 Billion in Two-Year-Old Memory Chipmaker,Time,Bloomberg,https://time.com/6332055/china-invests-changxin-xinqiao-memory/,The investment is a sign Beijing is doubling down on its efforts to achieve technological self-sufficiency and counter U.S. sanctions,"Semiconductor startup Changxin Xinqiao Memory Technologies Inc. has raised 39 billion yuan ($5.4 billion) from government-backed investors, a sign Beijing is doubling down on its efforts to achieve t… [+2357 chars]",0.0,0.0
2023-10-17T19:51:51Z,MI5 fears Israel-Gaza war could fuel radicalisation,BBC News,https://www.facebook.com/bbcnews,https://www.bbc.co.uk/news/uk-67137323,"The UK intelligence boss says his agency is watching a ""large cohort"" of people with extremist mindsets.","MI5 is monitoring for increased risks to the UK as the Israel-Gaza war continues, its head has told the BBC.
""One of the things that concerns me most right now, is to understand quite what the shape… [+3274 chars]",-0.7717,0.4767
2023-10-26T04:08:56Z,"The Chinese Navy's presence in the Middle East involves 6 'highly capable vessels' stationed in the theater, military expert says",Business Insider,Kwan Wei Kevin Tan,https://www.businessinsider.com/china-navy-six-highly-capable-vessels-middle-east-military-expert-2023-10,"Bryden Spurling, a RAND think tank researcher, told Newsweek that China's navy is rapidly growing but still has a ""long way to go"" to match the US.","A Chinese naval frigate.Tang Ke/VCG via Getty Images
<ul>
<li>The Chinese navy has deployed ""six highly capable vessels"" to the Middle East, says RAND's Bryden Spurling.</li>
<li>He told Newsweek th… [+3312 chars]",0.4391,0.09
2023-11-10T14:00:00Z,Tech Disrupted Hollywood. AI Almost Destroyed It,Wired,Angela Watercutter,https://www.wired.com/story/hollywood-actors-strike-ai-future-distruption/,Streaming invigorated the film and TV industry and sent established studios scrambling. That was before AI sparked one of the biggest work stoppages in Hollywood history.,"The thread was 10 tweets longverbose by X standardsand 219 words, but there was just one word that stuck out. Threat. The message, posted on the @SAG-AFTRA account, summed up everything the actors un… [+3574 chars]",-0.4417,0.2023
2023-10-19T16:00:32Z,State-sponsored hackers exploit WinRAR flaw,ReadWrite,Deanna Ritchie,https://readwrite.com/state-sponsored-hackers-exploit-winrar-flaw/,"State-supported hackers from Russia and China have taken advantage of a fixed vulnerability in the widely utilized WinRAR archiving utility […]
The post State-sponsored hackers exploit WinRAR flaw appeared first on ReadWrite.","State-supported hackers from Russia and China have taken advantage of a fixed vulnerability in the widely utilized WinRAR archiving utility for Windows, raising concerns among cybersecurity specialis… [+2364 chars]",-0.1027,-0.0772
2023-10-13T18:48:49Z,"China's economic partnership with Russia is so lopsided that Putin needs the help of the US — but he'd never admit that, think tank says",Business Insider,Jennifer Sor,https://www.businessinsider.com/russia-economy-news-china-putin-trade-west-sanctions-ukraine-war-2023-10,One US-based think tank thinks Moscow's deep trade partnership with Beijing is working at the expense of the Russian economy.,"Russia's President Vladimir Putin (front, R), Chinese President Xi Jinping (front, L), his wife Peng Liyuan (2nd row, L), and Chinese Premier Li Keqiang (2nd row, R), arrive for a gala show to mark t… [+4046 chars]",-0.0098,0.0
2023-10-19T17:00:41Z,The decline in China's US Treasury holdings isn't as big as it seems,Business Insider,Matthew Fox,https://markets.businessinsider.com/news/bonds/china-us-treasury-bond-holdings-decline-yuan-dollar-mbs-rates-2023-10,"""Although China's holdings of US debt are down, after some adjustments, it's a lot less than the headline implies,"" Ned Davis Research said.","Mark Schiefelbein/Getty Images
<ul><li>The ongoing decline in China's US bond holdings is not as big as it seems, according to Ned Davis Research.</li><li>The firm observed that measuring China's to… [+2424 chars]",0.2023,-0.3612
2023-10-19T07:50:39Z,Apple CEO reaches out to Beijing amid iPhone woes,ReadWrite,Radek Zielinski,https://readwrite.com/apple-ceo-reaches-out-to-beijing-amid-iphone-woes/,"Apple CEO Tim Cook this week embarked on a visit to China to strengthen the tech giant’s relationship with one […]
The post Apple CEO reaches out to Beijing amid iPhone woes appeared first on ReadWrite.","Apple CEO Tim Cook this week embarked on a visit to China to strengthen the tech giant’s relationship with one of its most important markets. However, the trip comes amid sluggish sales of the new iP… [+2290 chars]",-0.4019,-0.1027
2023-11-01T11:00:01Z,Here's the 'most important metric' as Wall Street gears up for Apple's upcoming earnings report,Business Insider,Matthew Fox,https://markets.businessinsider.com/news/stocks/apple-stock-price-q4-earnings-preview-wall-street-aapl-china-2023-10,"Apple should still command a premium valuation as investors ""continue to perceive the company to be more resilient to the macro,"" JPMorgan said.","Customers trying out Apple's iPhone 15 at an Apple store in Shanghai, China.CFOTO/Future Publishing via Getty Images
<ul>
<li>Apple is scheduled to report its fiscal fourth-quarter earnings on Thurs… [+4065 chars]",0.2716,0.0
2023-10-11T09:00:10Z,China Frees Detained Australian Journalist Cheng Lei in Sign of Warming Diplomatic Ties,Time,Ben Westcott / Bloomberg,https://time.com/6322517/china-australia-journalist-cheng-lei-release/,Cheng Lei has returned to Melbourne after being released from about three years of detention in China on spy charges.,"Australian journalist Cheng Lei has flown back to Melbourne after being released from about three years of detention in China, Prime Minister Anthony Albanese said, in a major sign of diplomatic warm… [+3580 chars]",0.0258,-0.5574
2023-11-10T10:15:00Z,India Plans Labor-Supply Pact With Taiwan as Tensions With China Brew,Time,"Sudhi Ranjan Sen, Shruti Srivastava and Betty Hou / Bloomberg",https://time.com/6333753/india-taiwan-labor-pact-china-tensions/,"India is planning to send tens of thousands of workers to Taiwan as early as next month, potentially angering neighbor China.","India is forging closer economic ties with Taiwan with a plan to send tens of thousands of workers to the island as early as next month, according to senior officials familiar with the matter, potent… [+3177 chars]",-0.4019,-0.4939
2023-10-23T14:24:41Z,"Capital is leaving China at the fastest pace in more than 7 years, sending the yuan lower",Business Insider,Filip De Mott,https://markets.businessinsider.com/news/currencies/china-capital-flight-yuan-property-market-economy-growth-foreign-currency-2023-10,The yuan is less than 1% from its lowest point of the year as investors continue to flee Chinese markets.,"A clerk counts 100 Chinese yuan banknotes at a branch of China Merchants Bank in Hefei, Anhui province April 20, 2015. REUTERS/Stringer
<ul>
<li>The pace of China's capital flight hit the highest mo… [+1694 chars]",-0.296,-0.3818
2023-11-06T13:15:51Z,China boldly claims it has a plan to mass produce humanoid robots that can 'reshape the world' within two years,Business Insider,Jyoti Mann,https://www.businessinsider.com/china-plans-mass-production-humanoid-robots-within-two-years-2023-11,"China's Ministry of Industry and Information Technology published a blueprint of its plans to produce the robots, which it thinks will be as ""disruptive"" as smartphones.","Tesla unveiled its Optimus humanoid robot prototype in 2021. It remains to be seen whether China's plans could rival it.VCG/ Getty Images
<ul><li>China revealed its bold plans to mass produce ""advan… [+2493 chars]",0.3612,0.0
2023-10-23T18:03:25Z,Foxconn gets probed by Chinese authorities,ReadWrite,Radek Zielinski,https://readwrite.com/foxconn-gets-probed-by-chinese-authorities/,"Chinese authorities have initiated an investigation into Taiwan-based Foxconn Technology Group, the world’s largest electronics manufacturer and a major supplier […]
The post Foxconn gets probed by Chinese authorities appeared first on ReadWrite.","Chinese authorities have initiated an investigation into Taiwan-based Foxconn Technology Group, the world’s largest electronics manufacturer and a major supplier of Apple Inc.
The state-run Global T… [+2350 chars]",0.0,0.0
2023-11-04T12:30:01Z,Foreign bond investors are 'extremely concerned' about US deficits while the risk of China and Japan dumping Treasurys looms large,Business Insider,Filip De Mott,https://markets.businessinsider.com/news/bonds/treasury-bond-demand-us-deficits-foreign-investors-japan-china-yields-2023-11,"""All foreign investors that I've spoken to recently are extremely concerned about the trajectory of US deficits.""","Treasury Secretary Janet Yellen speaks during a news conference at the IMF and World Bank Annual Meetings at IMF headquarters, October 14, 2022 in Washington, DC.Drew Angerer/Getty Images
<ul>
<li>F… [+3006 chars]",-0.6124,0.0
2023-10-24T15:54:56Z,Beijing will offer fresh stimulus through a rare budget adjustment and increased sovereign debt,Business Insider,Filip De Mott,https://markets.businessinsider.com/news/currencies/china-stimulus-sovereign-debt-budget-2024-growth-bonds-deficit-2023-10,"Beijing is set to issue $137 billion in sovereign bonds, while it's 2024 budget deficit could be increased, sources told Reuters.","Chinese President Xi JinpingGetty Images
<ul>
<li>China approved a plan to adjust its budget and issue more sovereign debt, Bloomberg reported.</li>
<li>$137 billion in debt could be issued, while 2… [+2331 chars]",0.2263,-0.1531
